x	y
326.308410644531	1400.762939453125
399.832824707031	1313.257568359375
600.366760253906	1118.354370117188
798.883728027344	934.779174804688
1001.704101562500	831.695861816406
1200.447631835938	697.892822265625
1401.391357421875	588.313293457031
1600.091674804688	496.929748535156
1800.312744140625	418.296142578125
