x	y
292.851928710938	1245.919799804688
871.933593750000	862.835815429688
1071.367309570312	848.275817871094
1271.911987304688	843.137023925781
1472.359619140625	735.270446777344
1672.602294921875	656.749938964844
1872.791015625000	478.038879394531
